Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
None,None,Naples,Florida,United States,26.142036,-81.79481,0.23695758,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Nashville,Tennessee,United States,36.16223,-86.774353,Data not available,private,Domestic,Day,Unafilliated,All-Girls,26240,None,None
None,None,Nashville,Tennessee,United States,36.16223,-86.774353,Data not available,private,Domestic,Day,Unafilliated,All-Boys,25200,None,None
None,None,Nashville,Tennessee,United States,36.16223,-86.774353,0.37,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Nashville,Tennessee,United States,36.16223,-86.774353,0.37,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Reggie
None,None,Nashville,Tennessee,United States,36.16223,-86.774353,0.29,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Track,None
None,None,Nassawadox,Virginia,United States,37.474857,-75.858264,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,11900,None,None
None,None,Needham Heights,Massachusetts,United States,42.293439,-71.23599,0.10718711,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Golf,None
Fraternity,Delta Sigma Phi,Nesoeya,NA,Norway,59.869577,10.528392,NA,private,International,Day,Unafilliated,Co-Ed,7259.45,Men's Soccer,None
None,None,New Bern,North Carolina,United States,35.108493,-77.044114,0.45904537,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,New Bern,North Carolina,United States,35.108493,-77.044114,0.41108132,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,New Canaan,Connecticut,United States,41.146763,-73.494845,NA,private,Domestic,Boarding,Episcopal,Co-Ed,56460,None,None
Sorority,Alpha Phi,New Canaan,Connecticut,United States,41.146763,-73.494845,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Kappa Sigma,New Delhi,NA,India,28.613897,77.215956,NA,private,International,Day,Unafilliated,Co-Ed,2705.32,None,None
None,None,New Delhi,NA,India,28.613897,77.215956,NA,public,International,Day,Unafilliated,Co-Ed,992.25,None,None
None,None,New Delhi,NA,India,28.613897,77.215956,NA,private,International,Day,Unafilliated,Co-Ed,5679.37,None,None
None,None,New Delhi,NA,India,28.613897,77.215956,NA,private,International,Day,Unafilliated,Co-Ed,2705.32,None,None
None,None,New Delhi,NA,India,28.613897,77.215956,NA,private,International,Boarding,Unafilliated,All-Boys,15258.1,None,None
None,None,New Haven,Connecticut,United States,41.308214,-72.925052,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42200,Men's Swimming,None
None,None,New Hope,Pennsylvania,United States,40.364273,-74.951278,0.07074137,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,New Hyde Park,New York,United States,40.735102,-73.687908,0.12561576,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,New Orleans,Louisiana,United States,29.949932,-90.070116,0.2181,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,New Orleans,Louisiana,United States,29.949932,-90.070116,0.2181,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,New Vernon,New Jersey,United States,40.745378,-74.497377,NA,private,Domestic,Day,Unafilliated,All-Girls,38995,None,None
None,None,New Vernon,New Jersey,United States,40.745378,-74.497377,Data not available,private,Domestic,Day,Catholic,All-Boys,37900,Men's Swimming,None
Fraternity,Alpha Epsilon Pi,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Boarding,Unafilliated,Co-Ed,62190,None,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,56545,None,None
Fraternity,Sigma Nu,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,48600,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Episcopal,Co-Ed,47965,None,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Episcopal,Co-Ed,47965,None,None
Sorority,Pi Beta Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Episcopal,Co-Ed,47965,None,None
Fraternity,Sigma Nu,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,All-Boys,47500,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Unafilliated,Co-Ed,45100,None,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Jewish,Co-Ed,43900,None,None
Sorority,Alpha Delta Pi,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Unafilliated,All-Girls,43000,None,None
Sorority,Alpha Phi,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
Sorority,Pi Beta Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
Sorority,Pi Beta Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
Sorority,Pi Beta Phi,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,NA,private,Domestic,Day,Unafilliated,All-Girls,42285,None,None
Fraternity,Kappa Sigma,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,32950,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,NA,private,International,Day,Unafilliated,All-Boys,6932.12,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,56545,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,48600,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,47540,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,All-Boys,47500,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42805,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,39770,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,39770,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,private,Domestic,Day,Catholic,All-Girls,17300,None,None
None,None,New York City,New York,United States,40.730599,-73.986581,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,New York City,New York,United States,40.730599,-73.986581,0.473666777,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,0.473666777,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,New York City,New York,United States,40.730599,-73.986581,0.473666777,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,New York City,New York,United States,40.730599,-73.986581,0.30530303,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,New York City City,New York,United States,40.730599,-73.986581,0.45374583,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Newark,New Jersey,United States,40.735657,-74.172367,1,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Newbury Park,California,United States,34.184172,-118.910652,0.14026076,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Newport,Rhode Island,United States,41.489983,-71.313771,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,58000,None,None
None,None,Newport Beach,California,United States,33.617009,-117.92944,Data not available,private,Domestic,Day,Catholic,Co-Ed,15850,None,None
Fraternity,Kappa Alpha Order,Newport Beach,California,United States,33.617009,-117.92944,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Newport Coast,California,United States,33.631215,-117.835158,Data not available,private,Domestic,Day,Catholic,All-Boys,20025,None,None
Fraternity,Delta Kappa Epsilon,Newport News,Virginia,United States,37.016827,-76.45052,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,17790,None,None
None,None,Newport News,Virginia,United States,37.016827,-76.45052,0.45813047,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Newtown,Pennsylvania,United States,40.229068,-74.932295,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,34600,None,None
None,None,Newtown Square,Pennsylvania,United States,39.986812,-75.400763,Data not available,private,Domestic,Day,Unafilliated,All-Boys,38000,None,None
None,None,Niceville,Florida,United States,30.522651,-86.491453,0.1478481,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Niceville,Florida,United States,30.522651,-86.491453,0.1478481,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Nichols Hills,Oklahoma,United States,35.550886,-97.548932,NA,private,Domestic,Day,Episcopal,Co-Ed,19560,None,None
None,None,Niederglatt,NA,Switzerland,47.491518,8.503144,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,25000,None,None
None,None,Nolensville,Tennessee,United States,35.952285,-86.669441,0.02,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Norcross,Georgia,United States,33.941213,-84.213531,0.6741573,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Reggie
Sorority,Kappa Kappa Gamma,Norcross,Georgia,United States,33.941213,-84.213531,0.6741573,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Norcross,Georgia,United States,33.941213,-84.213531,0.3514,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Norristown,Pennsylvania,United States,40.121497,-75.339905,0.77178423,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Chi,North Fort Myers,Florida,United States,26.672867,-81.884085,0.50209205,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,North Miami Beach,Florida,United States,25.933149,-80.162546,0.81697231,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,North Potomac,Maryland,United States,39.082886,-77.264982,0.05157462,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,North Vancouver,NA,Canada,49.320037,-123.072343,NA,public,International,Day,Unafilliated,Co-Ed,0,Field Hockey,None
None,None,North York,NA,Canada,43.754326,-79.449117,NA,private,International,Day,Unafilliated,All-Boys,25864.47,None,None
Sorority,Gamma Phi Beta,Northbrook,Illinois,United States,42.129688,-87.830542,0.08250988,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Norton,Virginia,United States,36.933693,-82.629896,0.5399361,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Norwalk,Connecticut,United States,41.117597,-73.407897,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,59000,None,None
None,None,Oak Park,Illinois,United States,41.885032,-87.784502,0.22648514,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Oakton,Virginia,United States,38.881385,-77.300647,0.11616818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Oakton,Virginia,United States,38.881385,-77.300647,0.11616818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Oakville,NA,Canada,43.447411,-79.666548,NA,private,International,Day,Unafilliated,Co-Ed,21511.63,None,None
None,None,Oakville,NA,Canada,43.447411,-79.666548,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Oceanside,New York,United States,40.638714,-73.64013,0.10325477,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Odessa,Florida,United States,28.183222,-82.554028,0.69131997,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
None,None,Ogden,Utah,United States,41.223005,-111.973843,0.3763,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Fencing,None
None,None,Okemos,Michigan,United States,42.721839,-84.428183,0.19386106,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Okemos,Michigan,United States,42.721839,-84.428183,0.19386106,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Soccer,None
None,None,Old Bethpage,New York,United States,40.762599,-73.453179,0.06435006,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Old Tappan,New Jersey,United States,41.010653,-73.991249,0.008547,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Omaha,Nebraska,United States,41.258732,-95.937873,0.06781045,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Orange,California,United States,33.750038,-117.870493,0.4193989,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Oregon,Wisconsin,United States,42.925966,-89.384278,NA,private,International,Day,Catholic,Co-Ed,22109.08,None,None
None,None,Orem,Utah,United States,40.297519,-111.694468,0.31681681,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Orinda,California,United States,37.877148,-122.179689,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,19800,Rowing,None
None,None,Orlando,Florida,United States,28.542118,-81.379046,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,20500,Men's Swimming,None
None,None,Orlando,Florida,United States,28.542118,-81.379046,0.43213897,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Orlando,Florida,United States,28.542118,-81.379046,0.43213897,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Ottawa Hills,Ohio,United States,41.664217,-83.643269,0,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Golf,None
None,None,Overland Park,Kansas,United States,38.982228,-94.670792,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,20995,None,None
None,None,Overland Park,Kansas,United States,38.982228,-94.670792,Data not available,private,Domestic,Day,Catholic,All-Girls,12090,Volleyball,None
None,None,Overland Park,Kansas,United States,38.982228,-94.670792,0.15757878,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Overland Park,Kansas,United States,38.982228,-94.670792,0.078,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Owatonna,Minnesota,United States,44.083994,-93.226108,0.33355481,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Owings Mills,Maryland,United States,39.401075,-76.796299,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,62190,None,None
Sorority,Kappa Kappa Gamma,Owings Mills,Maryland,United States,39.401075,-76.796299,0.167643611,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Oxford,NA,United Kingdom,51.752225,-1.258303,NA,private,International,Boarding,Unafilliated,All-Boys,50172.56,None,None
None,None,Oxfordshire,NA,United Kingdom,51.833333,-1.25,NA,private,International,Day,Unafilliated,All-Boys,26199.54,None,Robertson
None,None,Oyster Bay,New York,United States,40.865819,-73.53203,Data not available,private,Domestic,Day,Catholic,All-Boys,12685,Men's Track,None
None,None,Painesville,Ohio,United States,41.724489,-81.245657,0.2359932,public,Domestic,Day,Unafilliated,Co-Ed,0,Wrestling,None
None,None,Palatine,Illinois,United States,42.110304,-88.03424,0.15441722,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Palm Beach,Florida,United States,26.62798,-80.449417,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,31030,None,None
Fraternity,Alpha Epsilon Pi,Palm City,Florida,United States,27.171393,-80.284222,0.36214185,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Palmetto Bay,Florida,United States,25.622042,-80.320996,0.37174578,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,Palmetto Bay,Florida,United States,25.622042,-80.320996,0.41394335,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Palo Alto,California,United States,37.442156,-122.163447,0.07380073,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Palo Alto,California,United States,37.442156,-122.163447,0.07380073,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Palo Alto,California,United States,37.442156,-122.163447,0.08183221,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Palo Alto,California,United States,37.442156,-122.163447,0.07380073,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Alpha,Palo Alto,California,United States,37.442156,-122.163447,0.07380073,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Paradise Valley,Arizona,United States,33.542801,-111.9556,Data not available,private,Domestic,Day,Catholic,Co-Ed,15980,None,None
None,None,Paradise Valley,Arizona,United States,33.542801,-111.9556,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,25000,None,None
None,None,Paradise Valley,Arizona,United States,33.542801,-111.9556,Data not available,private,Domestic,Day,Catholic,All-Girls,19014,None,None
None,None,Paradise Valley,Arizona,United States,33.542801,-111.9556,Data not available,private,Domestic,Day,Catholic,All-Girls,19014,None,None
